,Amount (INR),Day,Hour,Minute,Sender,Receiver
222917,4126.37,26,16,17,0,0
116265,6747.42,30,7,28,0,0
437825,6030.219973639822,9,5,37,0,0
293120,9517.95,6,1,30,0,0
37782,837.23,28,14,30,0,0
209306,3897.72,6,13,8,0,0
268654,8475.33,6,7,4,0,0
225459,1648.8,25,4,45,0,0
248687,7621.84,25,9,43,2,0
338413,8249.8728287533,27,0,21,0,0
78415,574.24,4,22,28,0,0
362289,2660.4267364341276,24,22,56,0,0
375063,6229.682610572492,27,9,3,0,0
190492,4916.92,27,9,52,0,0
129297,3466.88,19,20,28,0,0
336519,7769.784581005128,5,15,27,0,0
228799,6837.88,24,4,44,0,0
27826,1077.69,16,12,28,0,0
213118,927.2,8,16,57,0,0
186721,2295.19,21,12,15,0,0
51481,5386.5,20,6,53,0,4
445945,683.9595479223624,22,15,2,0,0
317547,1274.7036956685586,27,18,7,1,0
295598,3939.37,16,1,5,0,0
440125,3865.675719175981,29,7,50,0,0
33793,159.8,18,7,25,0,0
184168,9449.19,30,22,58,0,0
135747,7843.63,5,2,7,0,0
425170,370.4951459165685,3,17,26,0,0
116846,8198.04,11,21,9,0,0
6232,4057.59,25,12,52,0,0
278757,1725.37,17,19,32,0,0
318990,2952.372819997355,7,1,55,0,0
156323,5592.09,14,1,21,0,0
385202,4265.801822833032,6,16,53,0,0
66184,7077.36,11,20,7,0,0
446250,9010.458981177195,10,3,29,0,0
277553,4483.05,25,6,5,0,0
51341,9093.73,23,3,3,0,0
208275,2894.36,31,19,17,0,0
101338,9448.46,17,0,35,0,0
97408,1020.47,8,21,11,0,4
7102,4308.36,8,12,22,0,0
229146,6880.61,8,13,54,0,0
455983,9190.184239231123,5,10,51,0,0
51296,3873.41,25,12,6,0,0
98308,4607.25,29,23,58,0,0
69702,6098.46,3,11,17,0,0
363604,9033.881072588976,4,9,2,0,0
216161,3625.11,4,7,44,0,0
56902,4017.79,21,13,54,0,0
181269,3551.63,4,15,31,0,0
24252,1055.78,3,15,50,0,0
179014,7371.12,4,13,22,4,0
254956,8514.75,10,19,50,1,0
61229,8900.98,9,14,17,0,0
184836,777.82,22,9,21,0,0
451470,2705.8734840933985,22,15,53,0,0
433808,7429.571220935348,1,22,52,0,0
451458,5847.568513148916,3,8,1,0,0
185812,6709.06,7,16,37,0,0
30543,2424.5,6,6,36,0,0
382494,9432.46735722071,1,3,30,1,0
230550,6833.07,5,21,38,0,0
11559,902.66,7,1,31,0,0
389820,861.8205828547034,6,6,46,0,0
356823,4632.497855124603,27,6,22,0,0
308702,9169.379044251704,21,1,12,0,2
435595,2602.8526138335164,17,11,5,0,0
377872,475.9523970284951,25,20,32,0,0
246270,6511.81,15,6,17,0,0
301753,8062.720548493181,5,5,46,0,0
241730,2455.87,27,1,44,0,0
72050,9172.19,28,10,16,0,0
226788,5075.25,30,3,52,0,0
378585,2323.5125210239476,6,3,28,0,0
382333,9233.795871072945,12,15,22,0,0
427552,10213.030721040624,24,10,52,0,0
217455,4052.08,4,20,49,3,4
407009,6257.511793438113,14,12,12,0,0
326987,5234.9416735231325,26,1,32,0,0
207542,8315.99,18,11,14,0,0
212406,8821.57,1,2,45,1,0
200150,351.79,27,16,0,0,0
182346,6130.46,20,12,11,0,0
168562,6750.23,19,18,57,0,0
56263,4719.23,6,17,36,0,0
138822,9401.01,28,1,42,0,0
378910,5856.548614077832,16,5,53,0,0
374209,7049.651751025137,21,2,10,0,0
259838,8271.4,9,1,4,0,1
392183,193.311420329159,28,19,16,0,0
410544,4440.839606987345,8,16,53,0,0
390513,6589.0672528754385,12,16,52,0,0
100133,5671.14,27,14,40,0,0
370659,2971.7286412787057,19,13,14,0,0
109826,3482.11,6,5,43,0,0
286491,1004.64,2,18,49,0,0
128661,4114.12,16,5,40,0,0
417466,9154.60787539225,23,15,43,0,0
414904,8070.541827904237,12,19,23,0,0
120824,9312.37,16,16,30,0,0
408257,5248.952137987664,14,3,23,0,0
138404,5282.49,27,1,9,0,0
456046,4873.376481454301,2,16,46,0,0
234657,7222.52,2,2,27,1,0
258800,3452.04,25,23,14,0,0
130378,7398.09,15,16,17,0,0
234361,8805.34,17,8,30,0,0
159772,1176.28,14,15,0,0,0
408908,1976.9350327875968,27,2,56,0,0
451881,9162.748246422778,12,7,4,0,0
330197,10062.422123785173,2,14,40,0,0
118210,3467.2,1,10,42,0,0
228764,6831.25,15,5,3,1,0
281714,5935.51,26,10,8,0,0
185627,7965.78,4,8,34,4,0
327558,3959.216401181498,13,10,37,0,0
437943,2727.7684096583434,10,4,42,0,0
291532,127.58,8,12,34,0,0
10159,3885.41,29,4,26,0,4
369772,8615.006767218118,9,8,25,0,0
11304,5541.83,1,12,52,0,0
57656,7826.5,27,1,26,0,0
315048,4405.09500391241,24,20,20,1,0
387332,9447.04865376299,9,19,42,0,0
178156,2122.48,14,16,11,0,0
188885,6875.8,22,5,48,0,0
310241,3785.4319540492306,13,20,31,0,0
405306,2094.1731283237004,7,17,19,0,0
349206,318.85156882600137,22,3,47,0,0
119823,9356.58,22,12,21,0,0
222847,7572.92,14,3,14,0,0
275505,5070.19,19,5,20,0,0
45931,4102.58,5,5,1,0,4
230889,1483.85,9,16,10,0,0
222023,1765.56,23,0,19,0,0
1107,8864.92,17,10,34,0,0
370972,1971.503183375023,27,3,10,0,0
108575,2249.32,29,1,51,0,0
183313,1690.72,24,4,59,0,0
369704,7473.288342551367,13,7,4,2,0
109175,7857.71,3,10,1,0,2
91869,5104.06,23,16,7,0,0
312932,6201.327246119208,21,19,51,0,0
25596,9426.2,2,15,6,0,0
420026,9828.475151437216,9,20,56,0,0
439650,914.6476989772191,1,14,33,0,0
270019,3815.85,30,13,43,0,0
435970,722.5816958904707,29,12,0,0,0
51859,3510.65,21,23,39,0,0
799,5193.62,14,10,35,0,0
365825,8349.163349876408,25,19,58,0,0
256578,8244.18,12,13,35,0,0
199588,2830.71,24,15,32,0,0
242689,7372.34,22,21,40,0,0
301843,5950.62676381669,8,0,4,0,0
14201,3958.02,6,5,0,0,0
139437,1655.69,21,7,23,0,0
121692,5128.88,5,11,25,4,0
327044,1001.9536782726431,22,16,22,1,0
289024,3714.38,14,16,45,0,4
11158,6001.27,11,7,4,0,0
218846,1414.66,5,23,47,0,0
229595,4604.98,19,16,54,0,0
92445,5832.6,21,18,29,0,0
296542,5829.79,28,14,39,0,0
236660,7517.69,20,19,36,0,0
348202,1722.3430498626155,22,17,2,0,0
355355,8358.483013108551,8,14,55,0,0
93413,3146.89,10,13,4,0,0
381529,101.64825070631595,2,13,3,0,0
135049,7012.6,6,6,4,0,0
320250,294.3514177100294,22,22,51,0,0
251189,4257.49,10,9,23,0,0
303367,8623.662934124906,8,22,43,0,0
253115,3721.93,30,9,57,0,0
298023,1245.69,21,22,2,0,0
97919,6672.65,3,1,9,0,1
272766,4975.86,2,11,46,0,0
425746,4151.953901763455,13,21,8,0,0
339697,8785.786143454292,25,13,14,0,0
106985,1592.63,24,9,13,0,0
307970,4167.766931965705,10,4,19,0,0
117345,7475.94,4,18,57,0,0
170626,3209.53,10,19,47,2,0
132279,154.29,25,9,50,0,0
401600,7423.288153225332,26,19,52,0,0
264294,3993.54,8,5,50,0,0
154103,6734.23,3,19,22,0,0
111936,3291.94,1,11,58,0,0
78411,6100.58,5,20,58,0,0
123077,7656.0,20,1,31,0,0
137420,9355.18,20,15,40,0,0
197376,4712.71,24,10,33,0,0
287588,5995.07,30,22,3,0,0
407912,7388.8382289232895,12,12,18,0,0
90704,1555.88,13,8,9,2,0
237439,1746.22,6,8,17,0,0
334776,8324.240316825362,29,6,6,0,0
275,3225.24,6,0,41,1,0
202000,2485.09,2,9,57,0,0
222350,8919.09,12,9,30,0,0
199601,2394.27,12,22,1,0,0
219,9723.1,5,3,8,0,0
147547,5216.38,3,21,27,0,0
345184,9710.940789312916,13,11,5,0,0
21657,2201.85,7,22,9,0,0
326811,1864.89766332105,29,5,1,0,0
146549,1157.91,5,8,6,0,0
183524,3571.37,21,18,51,0,0
233084,5335.41,22,10,31,0,0
22471,4121.57,8,7,25,0,0
126434,766.3,4,20,15,0,0
269346,2959.69,12,21,54,0,0
70469,3091.33,2,7,13,0,0
269858,9480.08,2,17,5,0,0
110426,8003.17,26,6,21,0,0
54846,9606.85,24,7,50,0,0
368001,547.8373309058801,5,1,7,0,0
2911,4842.92,13,14,26,0,2
244570,2887.33,30,8,16,0,0
173702,3534.29,10,16,8,0,0
396597,8857.140790916494,7,1,44,0,0
185872,9182.35,4,4,26,0,0
343834,414.7668981757596,19,5,39,0,0
274023,4090.26,4,8,0,2,0
199830,3524.52,30,19,54,0,0
177486,9594.63,5,7,57,0,0
401754,5470.361011936272,24,6,2,0,0
274790,5609.99,21,13,24,0,0
264980,9056.07,3,16,12,0,0
336188,2572.4169228772507,2,4,6,0,0
236244,3907.98,11,10,24,0,0
359298,3700.7218617780895,5,16,58,0,0
374698,6496.566614801769,23,14,13,0,0
22863,2133.85,7,0,14,0,0
227189,3267.82,6,5,43,0,0
15662,9537.07,17,19,18,0,0
326061,9065.747576150463,22,12,54,0,0
437480,5973.083067556091,4,3,2,1,0
444450,3774.533006939827,21,19,34,0,0
389420,8435.315190177429,6,1,28,0,0
218775,7917.05,9,4,22,0,0
267819,409.6,24,6,44,0,0
291317,2300.35,21,16,4,0,0
431651,9343.779217469702,2,20,14,0,0
195458,3916.42,17,23,12,0,0
25823,8277.97,5,6,8,0,0
443551,2325.91017799097,8,13,22,0,0
104210,9004.15,15,19,31,0,0
25959,6244.55,29,4,39,0,0
406015,9432.232739946998,28,9,23,0,0
2022,4262.34,7,16,52,0,4
237655,2122.72,19,10,55,0,0
66088,7555.51,15,20,3,0,0
165964,6788.9,19,19,20,0,0
305549,7039.87605942222,2,0,48,0,0
237162,119.25,10,3,32,0,0
133117,1049.23,17,11,39,0,4
154937,8930.11,8,11,13,1,0
111547,8938.86,14,3,25,0,0
173288,3117.67,12,2,0,0,0
257456,3751.66,9,10,39,0,0
252013,1383.72,21,23,36,0,0
89070,3903.47,4,13,9,0,0
341664,1604.3994249783734,2,21,29,0,0
402689,5013.135058550044,6,6,21,0,0
8153,10169.74,23,20,0,0,1
12942,8768.86,1,4,46,0,0
2617,6991.3,6,9,3,0,0
2569,8346.4,26,0,59,0,0
35350,5782.12,19,16,35,0,0
374971,5973.746289620538,16,22,1,0,0
102144,3344.37,30,19,11,0,0
299218,579.53,15,9,14,0,0
37471,7546.27,19,1,8,0,0
15491,7462.18,9,7,31,0,0
400901,5577.336092866797,1,21,48,0,0
327029,3998.1113300535335,19,15,32,0,2
36452,5762.31,15,11,21,0,0
87482,800.8,3,15,28,0,0
239981,6293.51,11,0,18,0,0
442620,4657.284841667121,4,7,20,0,0
328528,4180.2382682725065,1,16,25,0,1
286597,9848.42,9,8,57,0,0
207700,4583.3,11,13,29,0,0
55741,4397.18,14,6,3,0,0
332766,1214.9544788229684,4,15,15,0,0
292414,5793.69,1,16,46,0,0
272785,953.64,2,20,40,0,0
41861,3786.27,21,23,14,0,0
163884,119.72,8,6,24,0,0
191566,737.55,31,19,21,0,0
420578,565.3557883848828,3,1,36,0,0
279552,8611.64,11,4,43,0,0
205925,5984.88,20,1,43,0,0
455114,2419.013599898821,19,9,49,0,0
152301,7977.1,12,23,3,0,0
279567,2921.14,28,1,8,0,0
248677,669.27,7,9,0,0,0
77092,7436.63,7,6,0,0,0
73482,2922.74,26,23,58,0,0
70853,338.33,28,14,57,0,0
132233,5791.79,5,16,6,0,0
87693,4813.88,28,4,55,0,0
141994,9802.62,22,4,50,2,2
313365,2730.4444417488003,2,16,32,0,0
190567,4741.74,22,3,55,0,0
135912,7468.93,28,3,34,0,0
181541,4609.89,7,7,50,0,0
420620,2959.4308702879875,24,20,23,2,0
256103,3528.11,13,11,17,0,0
39715,5166.9,23,4,22,0,0
301163,5787.668518789988,21,14,48,0,0
297743,8313.38,12,20,16,0,0
47037,8754.51,3,9,34,0,0
212183,2516.63,3,1,30,0,0
244156,6079.84,10,16,29,0,0
28133,6740.18,15,5,51,0,0
8807,8079.96,28,0,42,0,0
300626,4313.962909961389,10,6,0,0,0
125114,2066.01,27,2,52,0,0
156572,1382.16,16,7,45,0,0
79422,2336.46,15,2,23,3,0
8671,8010.88,2,11,40,0,1
81866,676.24,19,9,53,0,0
245525,9543.81,3,22,13,0,0
181402,2400.87,30,2,15,1,4
364554,7997.4860548981305,12,9,42,0,0
129585,2201.96,2,14,36,0,0
251745,1581.84,22,16,49,0,0
78370,9882.56,26,14,29,0,0
325037,6514.244575746119,17,9,56,0,0
106573,7799.13,15,22,53,0,0
256773,634.73,8,13,38,0,0
72028,6737.08,10,21,48,0,0
244108,8962.97,4,12,17,3,0
2138,6461.01,4,6,19,0,0
271806,3403.83,2,10,41,0,0
118996,1833.9,8,13,29,0,0
346733,3983.732405246926,7,13,50,0,0
221336,2084.6,24,0,20,0,0
17779,6246.13,6,6,55,0,0
280594,5201.95,25,19,9,0,0
451241,3161.6970264819934,26,14,14,0,0
161883,9401.03,9,14,49,0,2
370091,1119.445183728874,10,6,46,0,0
404335,1246.613555558456,21,17,20,0,0
241137,10053.34,28,23,22,0,0
94860,2407.05,15,4,44,0,0
245853,7221.64,29,5,15,0,0
425188,974.4699945949053,12,15,29,3,0
142383,2609.07,3,1,27,0,0
340159,937.2924726466085,17,19,11,0,0
49661,9528.97,27,21,25,0,0
421782,1047.0600356953166,12,9,27,0,0
213305,954.01,27,20,27,0,0
139577,3351.45,17,4,57,0,0
347541,7008.1687377510325,16,15,25,0,0
345400,1109.0041326861003,3,3,53,0,0
247217,9774.22,9,2,44,0,0
231516,9231.07,3,6,38,3,0
24789,7877.83,6,18,51,0,0
125535,2692.2,14,19,48,0,0
449956,6589.2428031458685,14,21,5,1,0
338320,5281.602537401726,24,16,51,0,0
272347,1994.05,19,9,57,0,0
416299,7292.1047018681775,28,1,36,0,0
417202,1724.384970546652,26,10,5,0,0
147786,860.34,2,14,19,0,0
397640,6771.55810608495,19,18,3,0,0
388324,4439.202652721331,6,5,55,0,0
391217,6054.30717557649,9,9,47,0,0
21422,2547.84,2,16,59,4,0
108543,9708.36,6,9,34,0,0
339404,6334.755682310002,22,4,15,1,1
346760,5338.253985204432,5,22,56,0,0
299259,800.12,16,6,18,0,0
311970,9929.215830613855,16,21,38,0,0
358328,621.6918639477352,1,19,44,0,0
392777,654.9927127241654,5,18,54,0,0
260998,3275.05,7,20,34,0,0
33004,5377.43,23,0,50,4,0
87324,2106.71,30,21,9,0,0
153382,5499.88,13,1,31,0,0
42437,7152.81,6,19,58,0,0
280938,1377.18,27,1,19,0,0
96322,7145.71,11,13,5,0,0
212906,1772.9,20,3,29,0,0
24746,7715.5,7,17,43,0,0
73291,9255.37,25,22,41,0,0
417514,6047.697154285337,13,18,31,0,0
356679,7529.667384416931,24,16,36,0,0
62917,4561.25,16,9,46,0,0
400149,1121.8126987891865,9,0,15,0,0
284729,2484.28,14,21,26,0,0
359671,5571.256321087242,15,3,22,0,0
224895,8430.6,20,14,53,0,0
371167,1409.1834407858366,4,14,15,0,0
246276,8623.16,9,6,51,0,3
33951,5219.38,22,10,18,3,1
314660,1621.611531580353,6,2,45,0,0
426746,7382.348683159127,23,18,55,0,0
436600,54.17581992318921,5,15,44,0,0
342188,4479.266967103477,6,15,17,1,0
317237,7310.616717805923,6,9,57,0,0
160708,1192.74,7,1,0,0,2
57731,9480.67,5,16,12,0,0
457343,383.65777433564017,25,21,35,0,0
310922,6392.665237359814,19,20,15,0,1
49284,436.34,17,20,0,1,1
218705,1621.27,31,4,8,0,0
181847,516.02,2,7,4,0,0
85850,5257.63,19,23,4,0,0
375067,7254.15579317544,12,16,43,0,0
152925,7452.8,12,4,3,0,0
149933,5566.48,3,3,34,0,0
71491,6556.21,5,22,40,0,0
251900,6625.68,13,21,34,0,0
209139,6190.8,13,22,6,0,0
191058,1539.07,2,13,17,0,0
248888,2336.58,25,15,1,0,0
336986,263.4462913443351,29,13,40,0,0
244371,3985.54,11,5,55,0,0
337530,712.3448189204769,27,14,20,0,0
383962,8929.653229191868,16,18,10,0,0
365418,7164.230370037515,4,9,4,0,0
305423,3502.8441869479907,25,18,13,0,0
342465,5054.9870744770105,21,18,44,0,0
364654,2083.630361544233,18,4,18,0,2
228797,6068.91,26,6,24,0,0
265469,7310.57,6,13,11,0,0
185017,9132.7,1,6,23,0,0
371914,886.1535173500666,12,23,0,0,0
371821,6013.070479716314,23,21,6,0,0
396205,2243.9359902201873,7,3,29,0,1
335556,7388.939528564181,8,8,37,0,0
126400,6183.41,2,20,54,0,0
176923,3991.1,20,23,56,0,0
115377,8959.52,2,0,36,0,0
10293,7227.07,10,10,44,0,0
443231,6969.3386182342665,22,8,51,0,0
322789,8563.602479097553,26,13,38,0,0
297653,2517.99,24,19,58,0,0
10551,7396.19,5,9,3,0,1
259015,3482.11,26,12,58,1,0
379217,6335.7539290823415,15,13,19,0,0
215917,2199.36,19,7,28,0,0
147111,4840.37,3,15,35,0,0
95901,5575.47,24,8,50,0,0
219409,6734.02,19,21,30,0,0
359884,3526.0513132494093,20,19,29,0,0
6130,7275.46,30,10,49,0,0
167044,3043.36,12,2,44,0,4
6345,2617.17,10,12,57,0,0
316418,8882.975874138869,2,11,13,0,0
266669,416.51,8,0,18,0,1
28119,4990.06,19,14,13,0,0
413282,9134.32426525978,6,7,34,0,0
124729,9618.75,17,4,2,0,0
291202,1395.49,23,6,47,1,3
66915,7482.74,17,7,51,0,0
90253,3534.88,27,13,27,0,0
70061,5385.33,1,0,41,0,0
135818,2393.55,12,17,4,0,0
427765,9959.797634787421,8,7,15,2,0
234493,1306.65,23,22,31,0,0
82932,7397.17,9,2,40,0,0
33762,8645.82,22,2,22,0,0
434262,6022.316291313652,30,16,48,0,0
227745,8484.79,15,5,10,0,0
187678,1053.42,11,9,38,0,0
450643,9867.023962167894,5,5,16,0,0
24409,4315.25,5,22,52,0,0
173409,1572.0,21,8,40,0,0
260343,6495.68,11,14,52,0,0
134346,6837.68,27,2,6,0,0
350398,8973.851152132176,20,2,27,0,0
23085,5940.62,15,13,7,2,0
165652,7983.95,6,8,57,3,0
364794,9981.413694527888,2,9,47,0,0
55411,654.59,18,14,35,3,4
253569,3056.54,10,1,41,0,0
129062,3205.12,3,9,2,0,0
57817,7267.97,20,7,52,1,0
129777,7876.7,23,19,14,0,0
69288,609.71,3,10,0,0,0
331211,2740.74552073562,25,4,22,0,0
122764,1862.79,5,11,42,0,0
265133,4135.47,12,1,5,0,0
96190,6468.1,29,19,55,0,0
160599,7353.59,15,3,51,0,1
363027,4360.205709883661,24,17,32,0,0
97172,5435.09,7,15,33,0,0
314544,5373.4288039550875,25,4,28,2,0
389701,8211.946786103113,17,9,21,2,2
357087,6292.329530615306,7,6,2,0,0
130960,6470.32,26,8,15,0,0
413160,7679.488381901096,20,1,50,0,0
375253,9298.998622154346,24,15,30,0,0
3416,9417.17,8,19,8,0,0
155092,3036.73,3,1,25,0,0
408417,4753.331663423159,22,15,14,0,2
183729,2225.46,22,13,39,0,0
239924,9021.14,15,7,29,0,0
443623,4953.702514636022,19,3,46,0,0
305081,322.8382390167448,25,12,19,0,0
233903,6387.35,4,14,9,0,0
457651,276.06760037762234,10,10,27,0,0
279082,1555.76,25,10,14,0,0
218389,5280.92,21,16,15,0,0
250709,4488.31,20,6,1,0,0
444762,4492.001393103741,22,1,28,0,0
288241,8858.29,5,7,11,0,0
396934,3142.5148816296005,24,1,38,0,0
345909,9863.900211240878,10,7,8,0,0
178299,4899.37,2,10,49,0,0
28514,6632.47,5,22,25,3,0
371236,5894.650427613627,15,17,24,0,1
238527,6452.57,2,9,28,0,0
163627,6563.09,29,18,48,0,0
318642,1046.3450625062997,15,7,8,0,0
125841,2866.5,26,12,2,0,0
45141,9767.28,31,7,58,0,0
127518,9301.21,8,5,15,1,0
74954,716.68,17,10,31,0,0
397871,8491.178552979638,9,22,53,0,1
291941,7805.63,29,20,30,0,0
36390,8029.75,2,21,49,0,0
141940,8166.26,14,8,10,4,0
226986,5034.13,29,14,51,0,0
217191,2376.63,22,21,49,3,0
357269,7852.205568610588,19,18,30,0,0
451448,6109.626640091661,25,2,2,1,0
67275,8837.7,13,17,52,0,0
121497,340.26,3,13,40,0,0
60763,2716.48,12,23,44,0,0
372860,9486.28826030868,4,9,46,0,3
155288,9127.43,28,2,20,0,0
16431,8395.04,22,18,15,0,0
239724,4424.0,24,23,33,0,0
313417,4447.759396542002,6,12,11,0,0
372565,1013.8432023507636,18,11,36,0,0
146268,4581.34,5,5,6,0,0
433775,3407.521708831576,22,17,2,0,0
62188,5382.99,6,17,41,0,0
63453,6323.13,13,12,27,0,0
148474,8154.1,18,0,54,0,0
237816,3282.7,3,4,58,0,0
111995,5231.44,1,0,46,1,0
325657,8729.7251088268,8,2,55,0,0
210326,6475.73,24,15,58,0,2
429676,3687.426660566848,14,17,45,0,0
187340,1852.07,2,13,55,0,1
5088,1255.81,3,7,55,0,0
418735,391.5975723768421,14,19,44,0,0
424808,6203.560235791047,4,8,11,0,0
235380,6856.38,28,13,19,0,0
174714,456.66,8,16,46,0,0
3983,5113.62,15,4,37,0,0
93714,7765.01,7,10,23,0,0
150097,1413.03,17,19,35,0,0
333359,491.8315370721574,18,3,35,0,0
191132,8794.5,19,10,46,0,0
426479,8903.119318109108,17,11,25,0,0
197853,8376.91,30,3,46,0,0
301694,1627.483167432856,9,11,18,0,0
418972,7149.533626286844,22,11,12,0,0
250896,9733.33,8,0,44,0,0
41774,1151.58,4,1,13,0,0
46148,5922.37,5,10,18,0,0
218347,3505.34,11,23,11,0,0
51284,4474.54,8,23,53,0,0
82454,9280.15,6,1,24,2,0
415502,7278.868471343744,21,14,56,0,0
88002,4259.38,13,17,9,0,4
148772,9114.8,18,21,53,0,0
367607,2393.651489803151,9,17,34,0,0
442493,1379.566825178408,18,23,32,0,0
155483,1948.72,14,18,21,0,0
150840,7278.86,23,1,13,0,0
113012,7097.93,16,11,17,0,0
32193,9442.78,9,1,43,0,0
401636,3538.10888798998,17,4,50,0,0
394707,1644.461076419185,13,21,42,0,0
351021,8187.650026054668,28,14,14,0,0
178625,2819.73,14,21,53,0,0
454146,6110.440032489593,23,19,52,0,0
270620,7789.28,4,10,11,0,0
185143,4515.04,14,8,38,0,0
230879,2198.58,9,19,36,0,0
345779,6469.681064417886,26,7,15,0,0
8570,3135.18,6,0,9,0,0
2284,1721.01,29,21,9,0,0
362652,5727.464850281137,20,2,7,0,0
42015,4346.95,26,5,2,4,0
160338,4237.76,23,22,47,0,0
196185,9752.51,20,7,52,0,0
441011,3207.571526208838,18,6,37,0,0
384990,629.3355195726043,15,0,42,0,0
6095,8679.82,23,18,9,0,0
171620,3680.51,21,23,14,0,0
107788,8596.51,16,1,22,0,0
247748,8948.31,13,3,55,0,0
392557,215.6800256214277,9,4,57,0,2
418634,5061.803400872187,17,0,19,0,0
172277,5687.26,19,11,37,0,0
408361,6421.419290222769,3,7,17,0,0
323478,2455.8905674001853,26,10,56,0,0
379890,6699.1341559387165,13,7,49,0,1
245097,9845.29,17,19,8,0,0
6978,300.94,3,12,23,0,0
332263,1725.6889351771401,5,5,6,0,0
33210,5918.62,25,18,2,0,0
233130,5850.62,9,2,47,0,0
137890,2638.46,21,13,17,0,0
95857,4299.52,2,11,42,0,0
241912,4349.86,3,1,47,0,0
96920,4138.47,5,7,24,0,3
70332,1596.43,16,7,18,3,2
7927,6281.87,17,11,17,0,0
168559,6944.09,5,21,15,0,0
115505,5056.6,12,22,35,0,0
24654,3788.5,11,17,52,0,0
35013,9627.97,30,8,52,0,4
216037,8907.11,9,13,52,0,0
386468,8163.82918624294,25,19,35,0,0
24003,8443.61,23,23,5,0,0
436961,7875.009929338857,29,15,10,0,0
9304,8569.22,1,9,17,0,0
304398,215.87657575302362,30,15,23,0,0
80020,2227.09,9,7,12,0,0
282748,156.33,3,5,43,0,0
14884,8307.68,13,3,0,0,0
225558,3921.54,5,3,55,0,0
403209,7576.4627722243695,2,17,27,0,0
208848,4545.2,17,4,29,0,0
122402,6531.38,18,0,18,0,0
223013,4580.68,14,5,26,0,0
202404,8762.47,10,13,53,0,0
86664,8829.9,20,4,31,0,0
246223,7085.65,22,18,3,3,0
372121,5683.348644161508,23,15,37,2,0
304654,4417.188501579006,20,10,23,2,0
307212,5765.490852714381,20,20,45,0,0
454385,8764.693811747684,2,8,18,0,0
106603,3521.13,27,10,29,0,0
243699,8601.01,11,22,39,0,0
379915,8514.07239615117,22,12,31,2,0
117464,3258.18,3,3,23,0,0
29929,5279.52,12,16,41,4,0
261628,7657.91,4,14,53,0,0
341591,4245.704100915557,5,12,19,0,0
360176,395.42692984407245,17,17,1,0,1
48401,6478.81,30,21,39,0,0
341622,2488.856607939736,13,21,38,0,0
322479,4124.196975380768,28,14,33,0,0
185687,3417.85,17,0,18,0,0
64798,1911.71,5,11,4,2,0
180884,621.94,22,2,31,0,0
166453,3556.36,23,10,24,0,0
394522,1495.9453630384353,17,5,10,0,0
410386,3420.807020094011,3,17,25,0,0
328367,2451.8641432435766,9,12,18,0,0
293516,5116.58,11,10,49,0,0
367719,3142.85581113735,9,19,3,0,0
73862,4649.1,30,14,51,0,0
224630,3853.42,19,0,30,0,0
375978,9478.261340598112,6,5,31,0,0
189668,919.73,13,23,50,0,0
360681,5638.76728204839,23,12,10,0,0
84014,6896.11,29,16,52,0,0
363652,4959.6909885970645,2,13,48,0,0
403123,839.1371234996917,1,21,30,0,0
380875,5590.221067938586,1,15,2,0,0
149571,933.23,12,13,2,0,0
81307,7930.57,13,10,8,4,0
130251,3873.18,5,20,41,0,0
320932,1125.1369213967566,13,22,39,0,0
430933,2548.7063484159958,1,5,56,0,0
203337,111.29,30,21,39,0,0
362032,1878.4006980072427,7,0,12,0,0
129160,1348.97,28,15,28,2,0
222741,690.93,19,5,38,2,4
138048,8462.85,26,8,34,0,0
31910,2304.71,6,2,34,0,0
460386,7923.358374295809,24,5,11,0,0
213716,8477.3,24,17,25,0,0
193032,2409.4,22,21,8,0,0
192437,4183.5,12,18,57,0,0
438516,1998.7646216251521,22,18,53,0,0
452761,8418.975512437071,22,14,37,1,0
50750,1826.47,22,17,58,0,0
308225,5070.027103921044,19,7,43,0,0
73703,7835.69,23,23,50,0,0
246876,4638.67,6,11,21,2,0
357577,8888.343755279722,10,6,32,0,0
329232,5891.988155703883,17,5,25,0,0
225387,755.18,12,3,20,1,0
133146,8542.95,16,7,7,0,0
66793,8787.22,20,17,18,4,0
255002,4924.95,14,0,28,0,0
240185,7027.44,6,21,24,0,0
265916,7078.1,4,15,54,0,0
247407,3611.46,11,2,50,0,4
291024,4510.96,14,15,22,0,4
104294,6698.01,23,1,4,0,0
115749,7434.88,7,20,3,0,0
189925,8292.32,3,7,43,0,0
444110,5336.65240104324,3,10,38,0,0
424457,360.75391400407597,17,19,6,0,0
248233,1024.75,17,13,43,0,2
266264,9877.5,27,2,19,0,0
289415,1055.02,9,9,46,0,0
376127,4460.441941523904,13,19,13,0,0
327643,6730.921463916091,1,5,38,0,0
449607,5207.078676039345,15,10,50,0,0
283429,8159.58,13,4,18,0,0
175557,8181.11,3,18,44,0,2
368922,2681.027862204012,11,8,18,0,0
363707,3588.9755602557334,2,16,55,0,0
188240,823.66,26,1,1,0,0
20904,4460.19,27,0,7,0,0
195878,3465.66,3,10,56,0,0
447524,9207.237446686675,13,4,11,0,0
356310,9949.63315687695,8,18,20,0,0
172392,6463.33,30,8,11,0,0
123852,9796.09,1,14,54,0,3
212306,1466.79,25,18,32,0,0
212014,5333.67,23,9,56,0,0
237957,2948.11,28,8,21,0,0
389205,3281.625633993084,23,12,22,0,0
205558,4608.86,9,2,35,0,0
